mercado_name,mes,agente_name,vtpui_miles_millones_cop,recaudo_propio_miles_millones_cop,giros_recibidos_miles_millones_cop,pct_apalancamiento_cior,param_rcpui,param_competitivo,param_cfpui
,2025-02-01,ENEL COLOMBIA SA ESP,4.7758731940421025e-05,4.7758731940421025e-05,0,3353.96149340107,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.796186983728141e-05,4.796186983728141e-05,0,3343.695026521549,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.723809270697783e-05,4.723809270697783e-05,0,3340.74936083299,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.157143991911482e-05,5.157143991911482e-05,0,3338.876376779448,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.873613871178945e-05,4.873613871178945e-05,0,3336.142494124096,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.8076777844235744e-05,4.8076777844235744e-05,0,3333.2793411199214,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.798815318756901e-05,4.798815318756901e-05,0,3330.0363418597485,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.948420405031973e-05,4.948420405031973e-05,0,3320.876568478511,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.797306462935361e-05,4.797306462935361e-05,0,3317.032924181582,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.696672303897103e-05,4.696672303897103e-05,0,3309.9869998932727,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,5.143312795880304e-05,5.143312795880304e-05,0,3303.288626913348,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.778329866226711e-05,4.778329866226711e-05,0,3295.4122000054554,0.03,f,0.025
,2025-06-01,ENEL COLOMBIA SA ESP,4.901578320714228e-05,4.901578320714228e-05,0,3291.68172859657,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.9498750107782934e-05,4.9498750107782934e-05,0,3287.8149974742255,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.7366224267594784e-05,4.7366224267594784e-05,0,3283.8058677811473,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,5.0116863171384716e-05,5.0116863171384716e-05,0,3282.193458306113,0.03,f,0.025
,2025-06-01,ENEL COLOMBIA SA ESP,4.902008447483451e-05,4.902008447483451e-05,0,3281.913793023076,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.948452364870768e-05,4.948452364870768e-05,0,3281.707831797164,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,5.012107028886974e-05,5.012107028886974e-05,0,3272.900969013913,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,5.040467087144038e-05,5.040467087144038e-05,0,3267.5562422710177,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.64766583459936e-05,4.64766583459936e-05,0,3264.73285536591,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,5.11425107084858e-05,5.11425107084858e-05,0,3259.3679417659514,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,5.072960292008947e-05,5.072960292008947e-05,0,3233.163390527616,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,5.063558692563706e-05,5.063558692563706e-05,0,3225.825008334728,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.8754992653294226e-05,4.8754992653294226e-05,0,3194.899289611404,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.952769367862194e-05,4.952769367862194e-05,0,3187.6658382149644,0.03,f,0.025
,2025-11-01,ENEL COLOMBIA SA ESP,5.049394900777217e-05,5.049394900777217e-05,0,3144.7730914988797,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.1667589853982185e-05,5.1667589853982185e-05,0,3137.7040326130973,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,5.049426801148602e-05,5.049426801148602e-05,0,3083.006813171178,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.760973141132276e-05,4.760973141132276e-05,0,2895.2264635172282,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,5.095229889064296e-05,5.095229889064296e-05,0,2820.468781079518,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.976849523263593e-05,4.976849523263593e-05,0,2692.1429341408343,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.728509930334985e-05,4.728509930334985e-05,0,2688.521923027012,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.988539147795509e-05,4.988539147795509e-05,0,2622.890452274514,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.835050187276685e-05,4.835050187276685e-05,0,2614.221472236159,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.987817062116546e-05,4.987817062116546e-05,0,2610.030237343201,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.7630541797826875e-05,4.7630541797826875e-05,0,2598.078638828654,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.914050623099225e-05,4.914050623099225e-05,0,2596.0190165494228,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.2002214801367876e-05,5.2002214801367876e-05,0,2593.808835302333,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.8388173451069844e-05,4.8388173451069844e-05,0,2589.611088588084,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.7743946597717176e-05,4.7743946597717176e-05,0,2585.9959055764543,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.910583737393018e-05,4.910583737393018e-05,0,2582.5642291436243,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.5512754333181355e-05,4.5512754333181355e-05,0,2579.5883137653395,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.777758706665222e-05,4.777758706665222e-05,0,2574.46661126917,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,5.1025989784760066e-05,5.1025989784760066e-05,0,2567.4678645968993,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,5.1554186615572145e-05,5.1554186615572145e-05,0,2565.592833864729,0.03,f,0.025
,2025-06-01,ENEL COLOMBIA SA ESP,4.943252347827492e-05,4.943252347827492e-05,0,2554.92676395158,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.8511801336313335e-05,4.8511801336313335e-05,0,2543.2051269213753,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.8202304167730076e-05,4.8202304167730076e-05,0,2539.3484639113035,0.03,f,0.025
,2025-11-01,ENEL COLOMBIA SA ESP,5.087199320869258e-05,5.087199320869258e-05,0,2530.1215662634986,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,5.0845575721587617e-05,5.0845575721587617e-05,0,2524.046977678248,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,5.0562932495402457e-05,5.0562932495402457e-05,0,2522.7557902261015,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.447654301792973e-05,4.447654301792973e-05,0,2516.8967579632726,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.4184742358458176e-05,4.4184742358458176e-05,0,2510.437698361218,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.519769638882013e-05,4.519769638882013e-05,0,2505.7670235805795,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,5.1916696258106314e-05,5.1916696258106314e-05,0,2502.542104948134,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.9949500867937334e-05,4.9949500867937334e-05,0,2490.3695678779018,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.6908012703461064e-05,4.6908012703461064e-05,0,2487.8247292374917,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.553105979899249e-05,4.553105979899249e-05,0,2476.1316196967973,0.03,f,0.025
